CNPJ_FUNDO;CPF-PROPRIETARIO;FAT_ANUAL
08.973.268/0001-11;48382013;683019
01.490.766/0001-64;40548196;692134
12.533.144/0001-92;46760144;1465685
27.927.541/0001-16;40077168;2599649
09.273.539/0001-99;43907940;2812981
05.578.898/0001-01;47925236;3377219
04.320.223/0001-97;44228163;835936
19.211.591/0001-74;43734432;1152601
10.430.010/0001-10;46033696;2387770
10.292.374/0001-81;43868350;1430066
14.171.650/0001-04;44178851;815565
13.902.141/0001-41;41022753;959737
17.040.401/0001-78;44381240;1088962
09.639.929/0001-30;46467607;616870
08.078.434/0001-16;46828448;1012378
07.065.340/0001-40;42654828;1784027
68.637.784/0001-05;42224890;2493203
17.138.202/0001-05;45412573;2184231
07.647.369/0001-30;45953378;1770697
06.064.913/0001-58;40230845;2692063
13.515.893/0001-50;41454479;2417512
29.562.544/0001-29;44834147;574401
21.680.882/0001-53;44388271;2008389
30.507.998/0001-86;43117836;1009333
28.428.077/0001-86;40111275;988828
28.254.554/0001-34;43115016;2489669
05.595.190/0001-50;44764062;1459379
22.014.363/0001-19;41622466;2346603
19.674.785/0001-06;41506817;2590691
03.761.925/0001-43;46873810;3200201
31.666.635/0001-56;46405810;1668560
13.095.414/0001-93;45929889;2275130
03.236.663/0001-06;41298703;715889
17.757.934/0001-75;43869950;3126624
18.603.991/0001-62;44140705;532670
30.507.983/0001-18;45350247;538836
27.928.130/0001-45;40526486;2881825
09.110.225/0001-75;41459473;2707319
08.472.200/0001-59;45618574;1947594
23.682.514/0001-70;41167957;2729214
32.754.593/0001-78;46626152;567424
31.556.564/0001-39;45291701;820617
11.960.212/0001-37;41252058;2128793
12.284.088/0001-08;41370126;2997988
29.044.044/0001-03;40326980;2089792
32.033.267/0001-71;47344038;890117
06.081.465/0001-09;47744578;3063081
30.655.628/0001-96;45209006;1692579
31.247.739/0001-26;48414649;3290445
24.290.511/0001-53;46638977;1670281
13.544.773/0001-80;47892183;686634
31.006.705/0001-40;47088132;2004469
13.544.755/0001-07;43686401;1765436
20.701.549/0001-10;41227351;2648281
26.989.017/0001-07;43058778;1897000
13.779.788/0001-28;46362039;2077788
25.340.940/0001-50;45589816;1818324
09.327.484/0001-52;43643472;2880825
25.097.560/0001-37;46243779;2942935
10.488.978/0001-06;46179149;1097914
09.012.280/0001-22;45915708;2526435
21.518.480/0001-57;41558987;2765524
05.194.833/0001-54;42301555;858549
21.406.463/0001-28;43218506;2875578
17.161.718/0001-62;46388029;1473667
27.389.572/0001-60;48195129;1638712
09.290.678/0001-20;47234823;1411189
09.145.250/0001-94;44969387;2825657
30.329.568/0001-11;47908868;509777
11.043.483/0001-28;40226310;3458060
07.474.394/0001-69;48093290;3212009
12.580.046/0001-06;48340383;1455322
07.400.604/0001-74;41782962;2371183
15.037.582/0001-58;44144902;1443334
07.755.161/0001-34;43735388;1522523
05.909.504/0001-42;40897278;929946
27.389.572/0001-60;46079921;2004808
15.715.381/0001-62;40818929;699469
05.463.202/0001-93;39881333;2257100
31.248.250/0001-79;40151138;2375998
07.381.796/0001-19;41392977;672168
08.620.982/0001-26;44812253;1467513
29.044.107/0001-13;47012591;856445
02.843.544/0001-40;47517501;3033349
25.340.953/0001-20;46665490;1680786
17.417.026/0001-32;43720960;1168702
19.388.287/0001-05;46604309;3279785
28.558.376/0001-35;41226673;1163776
09.577.645/0001-66;47940061;2347193
17.417.511/0001-06;48689595;2278386
28.428.077/0001-86;42279966;3016218
06.342.413/0001-30;46988689;3436634
09.238.632/0001-62;41071587;686015
10.463.014/0001-03;43723829;1003809
18.085.943/0001-20;48674324;2725511
19.204.261/0001-51;48241757;2594915
26.695.100/0001-73;47509063;2830096
11.419.982/0001-77;40860621;1249840
29.011.162/0001-07;41815953;813020
32.783.564/0001-34;44465938;2604428
10.536.445/0001-44;47209627;2846754
13.482.668/0001-64;46115212;2747391
08.915.198/0001-45;45953845;2423327
22.699.225/0001-10;44260250;2555367
17.787.338/0001-38;46818852;2465404
12.907.103/0001-19;40652714;2097691
07.539.297/0001-07;48403028;1974571
21.032.754/0001-01;42842569;1626800
06.095.423/0001-19;43710803;1470567
02.537.224/0001-62;45703248;1064027
31.713.536/0001-88;47279992;2919634
20.640.566/0001-95;44758984;1928040
23.318.282/0001-75;41096390;1872097
03.534.354/0001-04;40409008;1618429
18.463.118/0001-11;45727235;763777
09.720.516/0001-85;46739479;3399964
18.884.781/0001-90;42928411;2652161
11.389.128/0001-05;40471083;3275921
06.124.603/0001-81;42194155;1401400
16.758.020/0001-66;40194615;2025768
20.335.415/0001-23;43259116;2328521
30.655.623/0001-63;47461741;1626184
11.195.189/0001-31;46449083;2813124
21.186.475/0001-94;40629984;2081291
07.647.752/0001-98;41330888;1946447
20.065.220/0001-00;46332707;806734
20.979.841/0001-08;42732323;3372109
14.985.285/0001-71;40190947;3464612
26.845.851/0001-29;41230050;1107040
14.214.916/0001-59;42348880;1423779
11.389.134/0001-62;41404431;2180152
14.400.448/0001-07;46764874;3388093
28.840.420/0001-03;43697823;3247199
13.058.733/0001-29;39821327;1891621
17.441.634/0001-82;40374291;3220361
13.072.143/0001-50;41045121;1714208
09.107.390/0001-78;46554725;745264
34.027.786/0001-52;47993931;803490
17.711.874/0001-50;48678809;809983
08.773.245/0001-63;45113804;1580960
17.706.099/0001-44;39840862;1961388
12.704.442/0001-06;42983273;1966602
08.708.459/0001-56;46377300;2796096
17.391.792/0001-75;40658463;3464566
07.314.138/0001-04;45034277;1718376
16.619.469/0001-43;44434147;2208110
11.389.136/0001-51;45280476;2349747
14.326.376/0001-03;46652127;1771158
01.594.059/0001-18;41301778;1946093
09.720.824/0001-00;46248447;2602321
29.733.002/0001-71;43665504;1812050
24.752.497/0001-62;45169371;1502371
08.516.671/0001-11;45521925;2943363
30.129.289/0001-04;42191099;3421765
13.935.897/0001-97;45186938;2732448
18.298.115/0001-70;43166370;714192
18.404.283/0001-00;45538266;2902530
18.611.600/0001-51;42927625;1744818
13.522.931/0001-00;44809457;1166916
28.254.868/0001-37;45549162;2177269
03.707.166/0001-30;45983455;1548211
08.702.956/0001-47;48209313;3287813
09.677.059/0001-93;39707903;653702
07.830.035/0001-05;40834040;2627662
13.449.025/0001-19;41261985;863751
07.823.964/0001-89;47938051;2912461
18.033.386/0001-01;43944030;2727401
07.836.161/0001-69;46313047;2648250
05.727.363/0001-47;48587866;757105
04.912.456/0001-89;48446822;3499111
09.636.760/0001-64;40559618;1998045
08.508.718/0001-03;46270278;1277489
09.285.186/0001-47;48147354;1033696
10.263.621/0001-11;40013926;1272361
08.139.866/0001-90;45102316;1805902
09.189.091/0001-20;46776440;2717181
24.248.178/0001-14;43714478;2588954
08.916.619/0001-52;39734201;1641864
14.851.409/0001-26;43353358;1162820
04.914.674/0001-52;44863330;1237814
26.859.401/0001-95;39984985;2644073
16.537.149/0001-44;48472183;692075
03.774.967/0001-19;44031045;629138
16.537.147/0001-55;40477380;1350904
18.151.572/0001-37;47117363;3442506
20.934.254/0001-94;45652812;1120761
01.138.469/0001-54;47157478;2944913
01.605.280/0001-24;43647021;1444706
01.608.399/0001-50;47065717;1409590
17.711.791/0001-60;41123285;2376342
08.756.255/0001-90;47885702;2052122
04.207.915/0001-23;40409991;1443725
18.981.010/0001-10;45497293;599254
12.581.000/0001-01;42826273;662249
19.549.783/0001-95;44661821;3432131
14.126.368/0001-05;43826217;595960
20.706.725/0001-07;41316553;2507409
15.323.443/0001-90;40238451;3163029
17.136.435/0001-60;44230915;905346
05.803.540/0001-27;42190289;2327714
13.823.084/0001-05;43572400;2143795
10.266.445/0001-71;48532631;1757299
14.163.501/0001-01;47140117;701502
33.617.885/0001-21;43696615;3419883
31.570.676/0001-44;40816759;2967088
17.138.474/0001-05;41395312;1989735
18.884.832/0001-83;40544405;1582726
17.954.887/0001-50;43899078;3230134
55.075.238/0001-78;43991188;914778
28.558.392/0001-28;41346984;1080325
05.313.396/0001-40;47713861;2394870
08.160.753/0001-76;41475922;982605
24.249.650/0001-33;45634835;2830922
13.057.258/0001-76;40142200;1344509
18.693.491/0001-69;39959340;958744
31.820.799/0001-96;48322233;3253340
23.695.883/0001-05;39825110;2202421
22.672.210/0001-69;45675537;3324116
26.558.887/0001-21;43815369;1528976
32.291.915/0001-90;40559203;2755211
11.046.520/0001-51;48206079;2530294
01.171.957/0001-63;40583324;2360496
11.873.446/0001-47;39647794;2780335
12.984.800/0001-73;47697507;2671901
10.475.543/0001-19;44689972;1755296
04.912.431/0001-85;43715351;3079754
05.090.757/0001-37;42260372;2319760
10.997.956/0001-63;39637973;2399548
09.144.648/0001-06;46703238;2921720
16.877.592/0001-64;44206169;2794648
08.852.837/0001-70;48267595;1971533
24.215.247/0001-93;48395565;2252485
08.876.322/0001-00;47191806;591756
11.851.264/0001-75;48688846;2167537
02.858.976/0001-25;39953317;2073163
19.655.138/0001-57;44682021;1527118
02.097.257/0001-39;41617589;1091592
09.110.223/0001-86;39757083;1094870
07.287.503/0001-39;43266229;872430
21.307.581/0001-89;40400861;932568
04.819.177/0001-75;47248246;1980229
26.695.059/0001-35;47238462;644850
09.296.376/0001-60;43972222;2432944
71.929.046/0001-38;45707159;1199033
31.981.829/0001-46;45700379;899432
12.580.504/0001-07;46404115;2346223
04.703.083/0001-36;45880035;1775608
21.723.984/0001-09;40060873;639142
13.000.861/0001-11;44044498;2860574
03.639.112/0001-85;42047138;1733818
23.631.350/0001-51;42383935;2509571
21.494.444/0001-09;48660519;3114434
06.081.465/0001-09;43465952;766126
14.386.860/0001-10;46099066;1228978
04.118.652/0001-86;45252671;806701
12.412.803/0001-32;45964078;3090142
18.085.943/0001-20;48432475;1685979
24.752.477/0001-91;48009738;3128259
09.188.126/0001-06;46361506;1295302
12.412.803/0001-32;43195951;1469589
17.143.787/0001-43;41347593;702735
17.072.918/0001-49;39947434;1661478
18.814.220/0001-14;48002794;2884634
24.552.923/0001-14;41876033;1141184
08.960.949/0001-45;46304469;886473
08.154.725/0001-46;48607730;1991385
23.177.585/0001-15;40747296;1284034
24.752.500/0001-48;43172019;3437671
02.498.203/0001-85;42969672;2980235
22.918.282/0001-43;45166583;3364444
28.651.441/0001-72;45605565;2002313
19.254.508/0001-44;41642657;2046234
27.619.703/0001-59;48019587;912624
23.884.616/0001-78;45715581;2572592
11.127.204/0001-04;44750299;817141
07.672.418/0001-94;48220229;2155739
10.638.613/0001-02;47293414;1022047
08.669.604/0001-37;44980209;2072676
17.706.099/0001-44;45391851;813493
09.355.084/0001-50;40053547;1160435
23.979.269/0001-67;41191948;1914454
10.810.132/0001-32;46127511;2945432
09.484.947/0001-90;45888820;667393
11.808.053/0001-50;47653196;729755
09.617.385/0001-05;47004641;764548
07.400.612/0001-10;39687167;1865074
29.363.927/0001-78;45943728;3049223
20.692.218/0001-61;43996453;2954682
07.471.065/0001-64;48692942;3349848
12.807.175/0001-94;44127657;2926428
20.888.458/0001-36;44271833;2074243
01.613.782/0001-05;44131332;2774110
08.623.557/0001-90;47315081;1373106
05.754.033/0001-40;46881479;1519361
17.561.455/0001-89;40203552;1100629
14.843.491/0001-47;46885070;2770159
09.911.412/0001-58;40911386;959409
20.008.062/0001-57;43093578;2440987
11.349.752/0001-89;47920432;546392
32.318.799/0001-55;42298347;2856391
29.033.381/0001-97;43829873;2386422
01.628.496/0001-05;42390311;2775268
08.708.343/0001-17;47468004;2024981
11.502.190/0001-61;47032424;2069357
08.800.483/0001-10;40673615;2629927
08.949.742/0001-70;46893337;717880
10.536.425/0001-73;46911274;2075244
30.629.260/0001-91;42270698;2762299
21.185.870/0001-52;45819852;1916490
00.539.553/0001-17;45759325;2030234
09.282.827/0001-00;48181370;3343976
21.818.795/0001-10;43417116;1996187
09.418.539/0001-30;43817772;1693533
18.936.218/0001-18;46841074;784797
33.688.910/0001-68;40049710;2825205
26.425.789/0001-16;48203758;2262163
11.544.486/0001-45;40018927;3206088
12.412.811/0001-89;41095406;1306197
28.075.258/0001-76;44454420;1070443
32.318.780/0001-09;44552707;2246692
31.611.327/0001-23;41422337;3271322
23.884.623/0001-70;41986219;1709688
25.213.396/0001-86;48253777;3128685
11.575.074/0001-72;42432889;1239601
32.101.778/0001-83;48431933;3408768
12.984.569/0001-18;39737762;2857031
08.661.359/0001-11;45799996;1742845
20.332.753/0001-01;39912778;657187
28.078.716/0001-20;42876825;2147341
34.143.832/0001-89;47225841;2253577
19.312.112/0001-06;44058564;1162988
19.592.962/0001-05;40398765;1998644
23.379.201/0001-47;45391183;956935
23.508.783/0001-14;47126312;2954683
28.951.285/0001-65;39802055;3173308
01.615.738/0001-26;46642003;840771
03.699.942/0001-06;46047627;1914410
07.470.226/0001-03;40876919;1245709
08.576.298/0001-94;46753592;2343709
08.074.763/0001-99;40697607;2278995
09.564.364/0001-79;43424910;2750772
07.400.594/0001-77;45477419;2639367
21.613.185/0001-80;42744122;1368102
27.954.622/0001-05;42171990;873644
10.474.810/0001-33;42964278;2002963
04.087.244/0001-04;47566399;1729364
05.754.101/0001-71;46864126;3099037
03.820.934/0001-68;45499688;1656938
08.607.701/0001-03;46617240;3023949
01.597.275/0001-17;41268823;1526355
08.258.433/0001-53;45493038;914223
03.700.146/0001-38;42236259;705014
10.682.684/0001-02;40670415;506629
09.075.529/0001-49;46669925;1761117
09.094.102/0001-98;46120412;3053989
11.392.122/0001-97;46725177;1050743
28.280.901/0001-01;43377525;1441617
12.614.633/0001-79;40294942;1982240
11.225.903/0001-97;48511156;2718678
17.786.357/0001-40;42207624;2343400
11.074.758/0001-90;40788262;2345084
09.156.521/0001-07;43248295;3399568
08.940.020/0001-54;48050627;2698384
04.593.751/0001-10;41959343;2496437
05.754.026/0001-49;45774869;1647300
20.378.140/0001-05;47348626;2336352
05.090.753/0001-59;48310779;1396621
10.292.335/0001-84;47768979;2929924
15.862.711/0001-42;42179739;2079773
18.599.054/0001-80;47571887;1298059
23.760.398/0001-60;44281469;2368126
28.922.380/0001-30;40989639;1144875
08.927.515/0001-43;48688256;2305017
03.685.154/0001-52;45490983;2596776
14.126.377/0001-04;46867143;3259881
28.021.668/0001-34;40009569;3274969
09.531.769/0001-00;40527039;647114
08.917.727/0001-40;40637349;2974199
04.819.185/0001-11;48449459;2864528
08.258.421/0001-29;46447892;3351651
13.703.843/0001-04;47104863;1023488
04.426.863/0001-86;40782364;2710680
02.846.252/0001-61;43079754;1531805
11.702.146/0001-03;40834148;2053946
32.138.351/0001-50;45566659;1718618
30.998.100/0001-10;41490099;1382475
02.476.462/0001-05;47615123;2976073
09.093.826/0001-17;47792417;1532002
23.884.639/0001-82;47663379;3282317
09.081.843/0001-34;41224906;1201282
07.400.588/0001-10;48537035;1790977
12.547.239/0001-65;46885625;2044779
23.631.947/0001-04;46705346;1007894
04.572.991/0001-38;46918297;2360250
09.480.818/0001-23;41318151;1987499
01.231.931/0001-63;43221549;2691433
32.770.710/0001-97;45490294;2030029
04.342.570/0001-10;40472084;2631971
32.759.936/0001-97;44973005;1551480
07.535.827/0001-49;45359800;1113847
17.979.851/0001-20;48619099;1628764
28.491.477/0001-36;46106052;3141443
17.695.440/0001-03;47149495;1284421
05.440.004/0001-04;40725988;1502424
30.642.065/0001-00;45576943;3398523
08.876.319/0001-97;44338011;3462614
10.513.530/0001-97;41530886;1540275
20.692.189/0001-38;39977607;3297073
18.151.865/0001-14;43465281;993120
09.720.508/0001-39;46029456;2025152
15.174.640/0001-95;39937732;2478913
08.745.220/0001-56;46037513;3269816
21.992.556/0001-81;46568770;1857038
26.744.833/0001-50;47631430;1952922
03.792.701/0001-07;43267084;1867706
05.194.819/0001-50;42958355;2588945
08.927.314/0001-46;45027144;1556641
08.867.998/0001-38;47497963;1661821
12.301.840/0001-73;41678379;1677272
05.220.139/0001-64;40073501;3402397
06.190.251/0001-62;40720281;3360404
11.447.205/0001-36;44578243;934070
17.055.327/0001-63;40409861;2054132
11.393.553/0001-78;43300383;2142247
31.548.182/0001-63;42949730;2999054
19.273.091/0001-67;48019983;3408044
05.342.739/0001-03;40156969;568998
13.176.272/0001-99;48056264;940331
08.516.201/0001-58;45385245;2098017
10.214.125/0001-78;46759072;1326167
13.028.304/0001-09;41602772;580821
08.818.549/0001-08;43042466;535756
31.933.257/0001-20;48372055;3305466
27.565.889/0001-00;42510988;3188967
16.758.788/0001-30;40347249;2543030
04.836.724/0001-20;45732977;1970895
11.461.603/0001-07;40128754;2128152
04.700.366/0001-24;41378678;2509050
18.179.553/0001-19;42498279;2971879
05.092.223/0001-40;43332054;1437142
30.593.387/0001-06;47729064;2408565
21.687.920/0001-08;43738878;2666432
05.129.015/0001-78;44469184;2445115
08.941.058/0001-41;44017632;1219234
17.695.440/0001-03;40784667;1615697
12.065.790/0001-72;47248925;633661
06.037.296/0001-00;45877887;551917
12.468.312/0001-03;42451283;2276297
09.238.604/0001-45;44423261;2938899
00.250.036/0001-23;45481484;526460
28.144.529/0001-06;39977329;1093769
04.793.133/0001-13;45279976;3285583
13.396.674/0001-07;48001084;2700159
17.546.050/0001-71;42562366;3242315
07.657.700/0001-00;42999939;1930856
11.091.479/0001-35;48715853;539142
09.531.733/0001-27;44881259;2363773
10.446.988/0001-70;42197389;2994175
30.606.820/0001-92;41573834;546469
30.506.340/0001-50;39916949;693578
18.598.895/0001-73;39688302;2841525
14.806.170/0001-72;48355563;981815
14.082.768/0001-66;44117028;3247031
17.778.736/0001-98;40974606;1490580
22.899.342/0001-28;45608952;3310632
32.292.520/0001-01;41725576;1742442
02.965.779/0001-05;42342117;1471396
08.400.942/0001-79;42548739;1534015
09.076.297/0001-43;45584899;3263155
08.853.235/0001-38;42382620;1516312
04.211.563/0001-80;40663266;1778447
06.157.537/0001-46;45388661;3367965
26.451.985/0001-65;40176060;1579558
26.142.245/0001-47;46013581;912804
10.789.930/0001-20;41131884;3311499
04.800.641/0001-81;47178980;1857978
20.485.399/0001-55;44836188;1419571
03.669.779/0001-20;42288357;2949744
04.589.516/0001-74;43602163;2355250
11.977.712/0001-81;41544063;727588
21.946.606/0001-94;42304507;513290
